game_id,team_abbreviation_home,season_fg_pct_home,season_3pt_pct_home,season_tov_avg_home,season_ast_avg_home,season_ast_tov_pct_home,season_avg_fta_game_home,season_ft_pct_game_home,team_abbreviation_away,season_fg_pct_away,season_3pt_pct_away,season_tov_avg_away,season_ast_avg_away,season_ast_tov_pct_away,season_avg_fta_game_away,season_ft_pct_game_away,off_1,off_1_num_games,off_1_avg_fta,off_1_avg_pts_per_game,off_1_avg_score_diff,off_1_avg_pbp,off_2,off_2_num_games,off_2_avg_fta,off_2_avg_pts_per_game,off_2_avg_score_diff,off_2_avg_pbp,off_3,off_3_num_games,off_3_avg_fta,off_3_avg_pts_per_game,off_3_avg_score_diff,off_3_avg_pbp,total_game_points,matchup_fg_pct,matchup_3pt_pct,matchup_tov_avg,matchup_ast_avg,matchup_ast_tov_pct,matchup_avg_fta_game,matchup_ft_pct_game
0022200327,ATL,0.4825609756097561,0.347439024390244,12.658536585365853,25.29268292682927,1.998073217726397,22.26829268292683,0.8225365853658537,DEN,0.4959268292682926,0.36419512195121967,14.902439024390244,27.853658536585368,1.8690671031096564,20.5609756097561,0.7715365853658539,Scott_Foster,47,46.638297872340424,233.2127659574468,10,467,Robert_Hussey,25,47.04,230.04,13,454,Aaron_Smith,54,45.53703703703704,229.2962962962963,12,462,226.0,1.0375,0.7135,28.5,56.5,1.9824561403508771,32.0,1.4275
0022200354,ATL,0.4825609756097561,0.347439024390244,12.658536585365853,25.29268292682927,1.998073217726397,22.26829268292683,0.8225365853658537,OKC,0.4517317073170732,0.34553658536585363,12.951219512195122,23.51219512195122,1.8154425612052731,23.146341463414632,0.8266341463414633,James_Capers,39,45.743589743589745,224.43589743589743,10,462,Tre_Maddox,48,42.979166666666664,223.77083333333334,12,462,J.T._Orr,35,48.91428571428571,230.77142857142857,12,473,235.0,0.9995,0.7575000000000001,31.5,53.0,1.6825396825396826,45.0,1.5995
0022200454,ATL,0.4825609756097561,0.347439024390244,12.658536585365853,25.29268292682927,1.998073217726397,22.26829268292683,0.8225365853658537,ORL,0.45746341463414636,0.33036585365853655,15.097560975609756,21.75609756097561,1.4410339256865912,24.317073170731707,0.7816341463414636,Nate_Green,32,48.9375,225.65625,10,471,Karl_Lane,54,46.574074074074076,230.4814814814815,11,464,Aaron_Smith,54,45.53703703703704,229.2962962962963,12,462,251.0,0.97225,0.67875,27.75,52.25,1.882882882882883,48.0,1.73725
0022200468,ATL,0.4825609756097561,0.347439024390244,12.658536585365853,25.29268292682927,1.998073217726397,22.26829268292683,0.8225365853658537,CHI,0.4866829268292681,0.3502439024390244,13.21951219512195,24.024390243902438,1.8173431734317342,21.390243902439025,0.7831707317073172,Sean_Corbin,37,49.729729729729726,234.40540540540542,10,469,Mousa_Dagher,40,46.575,229.0,9,463,Jacyn_Goble,46,49.82608695652174,230.1086956521739,13,464,218.0,0.9575,0.618,28.75,48.0,1.6695652173913043,39.5,1.58875
0022200481,ATL,0.4825609756097561,0.347439024390244,12.658536585365853,25.29268292682927,1.998073217726397,22.26829268292683,0.8225365853658537,DET,0.44609756097560993,0.33856097560975607,15.0,21.609756097560975,1.440650406504065,25.317073170731707,0.7821219512195123,Lauren_Holtkamp,28,47.32142857142857,236.39285714285714,14,473,Rodney_Mott,41,43.63414634146341,225.26829268292684,11,464,Phenizee_Ransom,36,45.611111111111114,230.52777777777777,12,465,235.0,0.942,0.6885,21.75,46.75,2.1494252873563218,54.0,1.56275
0022200620,ATL,0.4825609756097561,0.347439024390244,12.658536585365853,25.29268292682927,1.998073217726397,22.26829268292683,0.8225365853658537,MIL,0.4671463414634146,0.36136585365853663,14.878048780487806,26.170731707317074,1.759016393442623,22.024390243902438,0.7321463414634146,Brandon_Adair,44,43.95454545454545,223.0909090909091,10,462,Nick_Buchert,49,48.46938775510204,227.77551020408163,9,465,Mark_Lindsay,22,49.27272727272727,232.95454545454547,10,465,219.0,0.9117500000000001,0.71,26.0,46.0,1.7692307692307692,44.25,1.54325
0022200684,ATL,0.4825609756097561,0.347439024390244,12.658536585365853,25.29268292682927,1.998073217726397,22.26829268292683,0.8225365853658537,NYK,0.4618292682926829,0.35092682926829266,13.097560975609756,22.390243902439025,1.7094972067039107,25.170731707317074,0.7513902439024389,Suyash_Mehta,35,48.77142857142857,231.82857142857142,11,469,Brett_Nansel,48,47.666666666666664,230.02083333333334,10,464,James_Williams,51,42.78431372549019,228.45098039215685,13,460,263.0,0.91875,0.6507499999999999,21.25,47.0,2.211764705882353,40.0,1.60725
0022200694,ATL,0.4825609756097561,0.347439024390244,12.658536585365853,25.29268292682927,1.998073217726397,22.26829268292683,0.8225365853658537,CHA,0.4613414634146342,0.3195121951219513,13.975609756097562,25.048780487804876,1.7923211169284468,23.804878048780488,0.7495121951219512,Tyler_Ford,50,48.86,231.5,9,465,Kevin_Scott,51,46.411764705882355,229.23529411764707,12,467,CJ_Washington,34,48.76470588235294,231.88235294117646,11,471,240.0,1.012,0.8185,28.0,54.0,1.9285714285714286,49.25,1.6315
0022200745,ATL,0.4825609756097561,0.347439024390244,12.658536585365853,25.29268292682927,1.998073217726397,22.26829268292683,0.8225365853658537,LAC,0.4767804878048779,0.3756829268292683,13.634146341463415,23.658536585365855,1.7352415026833632,24.365853658536587,0.7904878048780487,Curtis_Blair,52,45.57692307692308,228.30769230769232,8,457,Nick_Buchert,49,48.46938775510204,227.77551020408163,9,465,Matt_Myers,37,47.0,228.32432432432432,9,470,233.0,0.9410000000000001,0.6935,21.5,48.0,2.2325581395348837,45.0,1.6345
0022200832,ATL,0.4825609756097561,0.347439024390244,12.658536585365853,25.29268292682927,1.998073217726397,22.26829268292683,0.8225365853658537,PHX,0.46763414634146344,0.3651951219512195,13.878048780487806,27.682926829268293,1.9947275922671353,20.585365853658537,0.7938536585365854,Kevin_Cutler,46,46.52173913043478,228.30434782608697,10,462,Cheryl_Flores,33,44.45454545454545,225.54545454545453,13,462,Pat_Fraher,48,49.958333333333336,229.02083333333334,7,477,223.0,0.942,0.6485,29.0,50.5,1.7413793103448276,49.0,1.5785
